SKU,UPC,Inventory On Hand, Livermore,Atlanta,Safety Lock Qty,Avilable For Channel Sales,Avilable For HPD Website,Hemming Allowed
PTCH-JTSP203-108,"799665823962","0","0","0","0","0","0","N"
PTCH-JTSP203-120,"799665823955","0","0","0","0","0","0","N"
PTCH-JTSP203-CUS,"799665823979","0","0","0","0","0","0","N"
PTCH-JTSP205,"","178","","","0","0","0","N"
PTCH-JTSP205-84,"799665824099","0","0","0","0","0","0","N"
PTCH-JTSP205-96,"799665824105","0","0","0","0","0","0","N"
PTCH-JTSP205-108,"799665824129","53","0","53","0","53","53","N"
PTCH-JTSP205-120,"799665824112","36","0","36","0","36","36","N"
PTCH-JTSP205-CUS,"799665824136","0","0","0","0","0","0","N"
PTCH-JTSP202,"","0","","","0","0","0","N"
PTCH-JTSP202-84,"799665823856","0","0","0","0","0","0","N"
PTCH-JTSP202-96,"799665823863","0","0","0","0","0","0","N"
PTCH-JTSP202-108,"799665823887","0","0","0","0","0","0","N"
PTCH-JTSP202-120,"799665823870","0","0","0","0","0","0","N"
PTCH-JTSP202-CUS,"799665823894","0","0","0","0","0","0","N"
PTCH-JTSP204,"","108","","","0","0","0","N"
PTCH-JTSP204-84,"799665824013","0","0","0","0","0","0","N"
PTCH-JTSP204-96,"799665824020","28","0","28","0","28","28","N"
PTCH-JTSP204-108,"799665824044","26","0","26","0","26","26","N"
PTCH-JTSP204-120,"799665824037","0","0","0","0","0","0","N"
PTCH-JTSP204-CUS,"799665824051","0","0","0","0","0","0","N"
PTCH-JTSP207,"","105","","","0","0","0","N"
PTCH-JTSP207-84,"799665824259","10","0","10","0","10","10","N"
PTCH-JTSP207-96,"799665824266","0","0","0","0","0","0","N"
PTCH-JTSP207-108,"799665824280","61","0","61","0","61","61","N"
PTCH-JTSP207-120,"799665824273","34","0","34","0","34","34","N"
PTCH-JTSP207-CUS,"799665824297","0","0","0","0","0","0","N"
PTCH-JTSP104,"","200","","","0","0","0","N"
PTCH-JTSP104-84,"797734449402","0","0","0","0","0","0","N"
PTCH-JTSP104-96,"797734449419","52","0","52","0","52","52","N"
PTCH-JTSP104-108,"797734449389","48","0","48","0","48","48","N"
PTCH-JTSP104-120,"797734449396","0","0","0","0","0","0","N"
PTCH-JTSP104-CUS,"799665824532","0","0","0","0","0","0","N"
PTCH-JTSP209,"","46","","","0","0","0","N"
PTCH-JTSP209-84,"799665824419","23","0","23","0","23","23","N"
PTCH-JTSP209-96,"799665824426","0","0","0","0","0","0","N"
PTCH-JTSP209-108,"799665824440","0","0","0","0","0","0","N"
PTCH-JTSP209-120,"799665824433","0","0","0","0","0","0","N"
PTCH-JTSP209-CUS,"799665824457","0","0","0","0","0","0","N"
PTCH-JTSP102,"","487","","","0","0","0","N"
PTCH-JTSP102-84,"610395224044","67","0","67","0","67","67","N"
PTCH-JTSP102-96,"610395224051","0","0","0","0","0","0","N"
PTCH-JTSP102-108,"610395224020","173","0","173","0","173","173","N"
PTCH-JTSP102-120,"610395224037","0","0","0","0","0","0","N"
PTCH-JTSP102-CUS,"799665812881","0","0","0","0","0","0","N"
PTCH-JTSP190912,"","722","","","0","0","0","N"
PTCH-JTSP190912-84,"610395224129","118","30","88","0","118","118","N"
PTCH-JTSP190912-96,"610395224136","241","0","241","0","241","241","N"
PTCH-JTSP190912-108,"610395224105","0","0","0","0","0","0","N"
PTCH-JTSP190912-120,"610395224112","0","0","0","0","0","0","N"
PTCH-JTSP190912-CUS,"799665813109","0","0","0","0","0","0","N"
PTCH-JTSP005,"","423","","","0","0","0","N"
PTCH-JTSP005-84,"610395224433","78","0","78","0","78","78","N"
PTCH-JTSP005-96,"610395224440","0","0","0","0","0","0","N"
PTCH-JTSP005-108-RU,"797734456851","0","0","0","0","0","0","N"
PTCH-JTSP005-108,"610395224419","0","0","0","0","0","0","N"
PTCH-JTSP005-120,"610395224426","61","0","61","0","61","61","N"
PTCH-JTSP005-CUS,"799665812805","0","0","0","0","0","0","N"
PTCH-JTSP27,"","170","","","0","0","0","N"
PTCH-JTSP27-84,"610395224167","27","0","27","0","27","27","N"
PTCH-JTSP27-96,"610395224174","0","0","0","0","0","0","N"
PTCH-JTSP27-108,"610395224143","0","0","0","0","0","0","N"
PTCH-JTSP27-120,"610395224150","58","0","58","0","58","58","N"
PTCH-JTSP27-CUS,"799665813185","0","0","0","0","0","0","N"
PTCH-JTSP206,"","188","","","0","0","0","N"
PTCH-JTSP206-84,"799665824174","0","0","0","0","0","0","N"
PTCH-JTSP206-96,"799665824181","31","0","28","0","31","31","N"
PTCH-JTSP206-108,"799665824204","26","0","26","0","26","26","N"
PTCH-JTSP206-120,"799665824198","25","0","25","0","25","25","N"
PTCH-JTSP206-CUS,"799665824211","0","0","0","0","0","0","N"
PTCH-JTSP194010,"","758","","","0","0","0","Y"
PTCH-JTSP194010-84,"797734458060","59","0","59","0","376","376","N"
PTCH-JTSP194010-96,"797734458091","85","0","85","0","317","317","N"
PTCH-JTSP194010-108,"797734458121","149","0","149","0","232","232","N"
PTCH-JTSP194010-120,"797734458152","83","0","83","0","83","83","N"
PTCH-JTSP194010-CUS,"799665813123","0","0","0","0","0","0","N"
PTCH-JTSP120,"","671","","","0","0","0","N"
PTCH-JTSP120-84,"610395224082","44","0","44","0","44","44","N"
PTCH-JTSP120-96,"610395224099","0","0","0","0","0","0","N"
PTCH-JTSP120-108,"610395224068","230","0","230","0","230","230","N"
PTCH-JTSP120-120,"610395224075","61","0","61","0","61","61","N"
PTCH-JTSP120-CUS,"799665813000","0","0","0","0","0","0","N"
PTCH-JTSP202-SW,"799665823917","144","144","0","0","144","144","N"
PTCH-JTSP203-SW,"799665823993","150","150","0","0","150","150","N"
PTCH-JTSP204-SW,"799665824075","152","152","0","0","152","152","N"
PTCH-JTSP100,"","0","","","0","0","0","N"
PTCH-JTSP100-84,"610395224006","42","0","42","0","42","42","N"
PTCH-JTSP100-96,"610395224013","0","0","0","0","0","0","N"
PTCH-JTSP100-108,"610395223986","230","0","230","0","230","230","N"
PTCH-JTSP100-120,"610395223993","73","0","73","0","73","73","N"
PTCH-JTSP100-CUS,"799665812829","0","0","0","0","0","0","N"
PTCH-JTSP206-SW,"799665824235","23","23","0","0","23","23","N"
PTCH-JTSP207-SW,"799665824310","127","127","0","0","127","127","N"
PTCH-JTSP208-SW,"799665824396","156","156","0","0","156","156","N"
PTCH-JTSP54,"","0","","","0","0","0","N"
PTCH-JTSP54-84,"610395224266","28","0","28","0","28","28","N"
PTCH-JTSP54-96,"610395224273","50","50","0","0","50","50","N"
PTCH-JTSP54-108,"610395224242","43","0","43","0","43","43","N"
PTCH-JTSP54-120,"610395224259","38","0","38","0","38","38","N"
PTCH-JTSP54-CUS,"799665813307","0","0","0","0","0","0","N"
PTCH-JTSP104-SW,"799665824556","447","447","0","0","447","447","N"
PTCH-JTSP001-SW,"799665824631","263","263","0","0","263","263","N"
PTCH-JTSP130907-SW,"799665813031","0","0","0","0","0","0","N"
PTCH-JTSP87,"","1030","","","0","0","0","N"
PTCH-JTSP87-84,"610395224310","0","0","0","0","0","0","N"
PTCH-JTSP87-96,"610395224327","189","67","122","0","189","189","N"
PTCH-JTSP87-108,"610395224297","207","0","207","0","207","207","N"
PTCH-JTSP87-120,"610395224303","116","21","95","0","116","116","N"
PTCH-JTSP87-CUS,"799665813369","0","0","0","0","0","0","N"
PTCH-JTSP112,"","1668","","","0","0","0","N"
PTCH-JTSP112-84,"610395224358","90","0","90","0","90","90","N"
PTCH-JTSP112-96,"610395224365","232","0","232","0","232","232","N"
PTCH-JTSP112-96,"610395224365","232","0","232","0","232","232","N"
PTCH-JTSP112-108,"610395224334","213","0","213","0","213","213","N"
PTCH-JTSP112-120,"610395224341","0","0","0","0","0","0","N"
PTCH-JTSP112-CUS,"799665812980","0","0","0","0","0","0","N"
PTCH-JTSP120-SW,"799665813017","0","0","0","0","0","0","N"
PTCH-JTSP100-SW,"799665812836","146","146","0","0","146","146","N"
PTCH-JTSP005-SW,"799665812812","30","30","0","0","30","30","N"
PTCH-JTSP5,"","371","","","0","0","0","N"
PTCH-JTSP5-84,"610395224280","49","0","49","0","49","49","N"
PTCH-JTSP5-96,"610395224235","0","0","0","0","0","0","N"
PTCH-JTSP5-108,"797734449501","72","21","51","0","72","72","N"
PTCH-JTSP5-120,"797734449518","0","0","0","0","0","0","N"
PTCH-JTSP5-CUS,"799665813284","0","0","0","0","0","0","N"
PTCH-JTSP41-SW,"799665813239","362","362","0","0","362","362","N"
PTCH-JTSP003-SW,"799665812799","0","0","0","0","0","0","N"
PTCH-JTSP27-SW,"799665813192","0","0","0","0","0","0","N"
PTCH-JTSP1066,"","534","","","0","0","0","N"
PTCH-JTSP1066-84,"797734449440","0","0","0","0","0","0","N"
PTCH-JTSP1066-96,"797734449457","0","0","0","0","0","0","N"
PTCH-JTSP1066-108,"797734449426","144","0","144","0","144","144","N"
PTCH-JTSP1066-120,"797734449433","34","0","34","0","34","34","N"
PTCH-JTSP1066-CUS,"799665812966","0","0","0","0","0","0","N"
PTCH-JTSP112-SW,"799665812997","45","45","0","0","45","45","N"
PTCH-JTSP5-SW,"799665813291","0","0","0","0","0","0","N"
PTCH-JTSP1066-SW,"799665812973","85","85","0","0","85","85","N"
PTCH-JTSP29,"","0","","","0","0","0","N"
PTCH-JTSP29-84,"610395224204","58","0","58","0","58","58","N"
PTCH-JTSP29-96,"610395224211","0","0","0","0","0","0","N"
PTCH-JTSP29-108,"610395224181","0","0","0","0","0","0","N"
PTCH-JTSP29-120,"610395224198","100","0","100","0","100","100","N"
PTCH-JTSP29-CUS,"799665813208","0","0","0","0","0","0","N"
PTCH-JTSP130907,"","-1","","","0","0","0","N"
PTCH-JTSP130907-84,"797734458053","91","0","91","0","91","91","N"
PTCH-JTSP130907-96,"797734458084","308","0","308","0","308","308","N"
PTCH-JTSP130907-108,"797734458114","0","0","0","0","0","0","N"
PTCH-JTSP130907-120,"797734458145","0","0","0","0","0","0","N"
PTCH-JTSP130907-CUS,"799665813024","0","0","0","0","0","0","N"
PTCH-JTSP190912-SW,"799665813116","122","122","0","0","122","122","N"
PTCH-JTSP194010-SW,"799665813130","146","146","0","0","146","146","N"
PTCH-JTSP41,"","64","","","0","0","0","N"
PTCH-JTSP41-84,"610395224396","0","0","0","0","0","0","N"
PTCH-JTSP41-96,"610395224402","0","0","0","0","0","0","N"
PTCH-JTSP41-108,"610395224372","28","0","28","0","28","28","N"
PTCH-JTSP41-120,"610395224389","0","0","0","0","0","0","N"
PTCH-JTSP41-CUS,"799665813222","0","0","0","0","0","0","N"
PTCH-001-RU,"","0","","","0","0","0","N"
PTCH-001-84-RU,"799665832650","0","0","0","0","0","0","N"
PTCH-001-96-RU,"799665832667","0","0","0","0","0","0","N"
PTCH-001-108-RU,"799665832681","0","0","0","0","0","0","N"
PTCH-001-120-RU,"799665832674","0","0","0","0","0","0","N"
PTCH-001-RU-CUS,"799665832698","0","0","0","0","0","0","N"
PTCH-003-RU,"","0","","","0","0","0","N"
PTCH-003-84-RU,"797734457070","0","0","0","0","0","0","N"
PTCH-003-96-RU,"797734457087","0","0","0","0","0","0","N"
PTCH-003-108-RU,"797734457094","0","0","0","0","0","0","N"
PTCH-003-RU-CUS,"799665831844","0","0","0","0","0","0","N"
PTCH-207-RU,"","0","","","0","0","0","N"
PTCH-207-84-RU,"799665832377","0","0","0","0","0","0","N"
PTCH-207-96-RU,"799665832384","0","0","0","0","0","0","N"
PTCH-207-108-RU,"799665832407","0","0","0","0","0","0","N"
PTCH-207-120-RU,"799665832391","0","0","0","0","0","0","N"
PTCH-207-RU-CUS,"799665832414","0","0","0","0","0","0","N"
PTCH-104-RU,"","0","","","0","0","0","N"
PTCH-104-84-RU,"799665832582","0","0","0","0","0","0","N"
PTCH-104-96-RU,"799665832599","0","0","0","0","0","0","N"
PTCH-104-108-RU,"799665832612","0","0","0","0","0","0","N"
PTCH-104-120-RU,"799665832605","0","0","0","0","0","0","N"
PTCH-104-RU-CUS,"799665832629","0","0","0","0","0","0","N"
PTCH-204-RU,"","0","","","0","0","0","N"
PTCH-204-84-RU,"799665832162","0","0","0","0","0","0","N"
PTCH-204-96-RU,"799665832179","0","0","0","0","0","0","N"
PTCH-204-108-RU,"799665832193","0","0","0","0","0","0","N"
PTCH-204-120-RU,"799665832186","0","0","0","0","0","0","N"
PTCH-204-RU-CUS,"799665832209","0","0","0","0","0","0","N"
PTCH-202-RU,"","0","","","0","0","0","N"
PTCH-202-84-RU,"799665832025","0","0","0","0","0","0","N"
PTCH-202-96-RU,"799665832032","0","0","0","0","0","0","N"
PTCH-202-108-RU,"799665832056","0","0","0","0","0","0","N"
PTCH-202-120-RU,"799665832049","0","0","0","0","0","0","N"
PTCH-202-RU-CUS,"799665832063","0","0","0","0","0","0","N"
PTCH-205-RU,"","0","","","0","0","0","N"
PTCH-205-84-RU,"799665832230","0","0","0","0","0","0","N"
PTCH-205-96-RU,"799665832247","0","0","0","0","0","0","N"
PTCH-205-108-RU,"799665832261","0","0","0","0","0","0","N"
PTCH-205-120-RU,"799665832254","0","0","0","0","0","0","N"
PTCH-205-RU-CUS,"799665832278","0","0","0","0","0","0","N"
PTCH-203-RU,"","0","","","0","0","0","N"
PTCH-203-84-RU,"799665832094","0","0","0","0","0","0","N"
PTCH-203-96-RU,"799665832100","0","0","0","0","0","0","N"
PTCH-203-108-RU,"799665832124","0","0","0","0","0","0","N"
PTCH-203-120-RU,"799665832117","0","0","0","0","0","0","N"
PTCH-203-RU-CUS,"799665832131","0","0","0","0","0","0","N"
PTCH-208-RU,"","0","","","0","0","0","N"
PTCH-208-84-RU,"799665832445","0","0","0","0","0","0","N"
PTCH-208-96-RU,"799665832452","0","0","0","0","0","0","N"
PTCH-208-108-RU,"799665832476","0","0","0","0","0","0","N"
PTCH-208-120-RU,"799665832469","0","0","0","0","0","0","N"
PTCH-208-RU-CUS,"799665832483","0","0","0","0","0","0","N"
PTCH-209-RU,"","0","","","0","0","0","N"
PTCH-209-84-RU,"799665832513","0","0","0","0","0","0","N"
PTCH-209-96-RU,"799665832520","0","0","0","0","0","0","N"
PTCH-209-108-RU,"799665832544","0","0","0","0","0","0","N"
PTCH-209-120-RU,"799665832537","0","0","0","0","0","0","N"
PTCH-209-RU-CUS,"799665832551","0","0","0","0","0","0","N"
PTCH-206-RU,"","0","","","0","0","0","N"
PTCH-206-84-RU,"799665832308","0","0","0","0","0","0","N"
PTCH-206-96-RU,"799665832315","0","0","0","0","0","0","N"
PTCH-206-108-RU,"799665832339","0","0","0","0","0","0","N"
PTCH-206-120-RU,"799665832322","0","0","0","0","0","0","N"
PTCH-206-RU-CUS,"799665832346","0","0","0","0","0","0","N"
PTCH-130907-RU,"","0","","","0","0","0","N"
PTCH-130907-84-RU,"799665813062","0","0","0","0","0","0","N"
PTCH-130907-96-RU,"799665813079","0","0","0","0","0","0","N"
PTCH-130907-108-RU,"799665813048","0","0","0","0","0","0","N"
PTCH-130907-120-RU,"799665813055","0","0","0","0","0","0","N"
PTCH-130907-RU-CUS,"799665831998","0","0","0","0","0","0","N"
PTCH-102-RU,"","0","","","0","0","0","N"
PTCH-102-84-RU,"799665812928","0","0","0","0","0","0","N"
PTCH-102-96-RU,"799665812935","0","0","0","0","0","0","N"
PTCH-102-108-RU,"799665812904","0","0","0","0","0","0","N"
PTCH-102-120-RU,"799665812911","0","0","0","0","0","0","N"
PTCH-102-RU-CUS,"799665831875","0","0","0","0","0","0","N"
PTCH-120-RU,"","0","","","0","0","0","N"
PTCH-120-84-RU,"797734457032","0","0","0","0","0","0","N"
PTCH-120-96-RU,"797734457049","0","0","0","0","0","0","N"
PTCH-120-108-RU,"797734457056","0","0","0","0","0","0","N"
PTCH-120-RU-CUS,"799665831967","0","0","0","0","0","0","N"
PTCH-100-RU,"","0","","","0","0","0","N"
PTCH-100-84-RU,"799665812867","0","0","0","0","0","0","N"
PTCH-100-96-RU,"799665812874","0","0","0","0","0","0","N"
PTCH-100-108-RU,"799665812843","0","0","0","0","0","0","N"
PTCH-100-120-RU,"799665812850","0","0","0","0","0","0","N"
PTCH-100-RU-CUS,"799665831721","0","0","0","0","0","0","N"
PTCH-005-RU,"","275","","","0","0","0","N"
PTCH-JTSP005-RU-CUS,"799665831806","275","0","275","0","275","275","N"
PTCH-005-84-RU,"797734456837","0","0","0","0","0","0","N"
PTCH-005-96-RU,"797734456844","0","0","0","0","0","0","N"
PTCH-005-108-RU,"797734456851","0","0","0","0","0","0","N"
PTCH-005-120-RU,"797734456868","0","0","0","0","0","0","N"
PTCH-54-RU,"","0","","","0","0","0","N"
PTCH-54-84-RU,"799665813345","0","0","0","0","0","0","N"
PTCH-54-96-RU,"799665813352","0","0","0","0","0","0","N"
PTCH-54-108-RU,"799665813321","0","0","0","0","0","0","N"
PTCH-54-120-RU,"799665813338","0","0","0","0","0","0","N"
PTCH-54-RU-CUS,"799665831691","0","0","0","0","0","0","N"
PDCH-HANB44-SW,"799665835705","167","167","0","0","167","167","N"
PDCH-HANB52-SW,"799418011196","120","120","0","0","120","120","N"
PDCH-HANB56-SW,"799665835491","149","149","0","0","149","149","N"
PDCH-HANB35-SW,"799665835842","160","160","0","0","160","160","N"
PDCH-HANB46-SW,"799665835774","174","174","0","0","174","174","N"
PDCH-HANB85-SW,"799418011547","142","142","0","0","142","142","N"
PDCH-HANB83-SW,"799418011400","151","151","0","0","151","151","N"
PDCH-HANB08-SW,"799418010984","161","161","0","0","161","161","N"
PTCH-190912-RU,"","0","","","0","0","0","N"
PTCH-190912-84-RU,"797734449488","0","0","0","0","0","0","N"
PTCH-190912-96-RU,"797734449495","0","0","0","0","0","0","N"
PTCH-190912-108-RU,"797734449464","0","0","0","0","0","0","N"
PTCH-190912-RU-CUS,"799665831639","0","0","0","0","0","0","N"
PTCH-41-RU,"","0","","","0","0","0","N"
PTCH-41-84-RU,"799665813260","0","0","0","0","0","0","N"
PTCH-41-96-RU,"799665813277","0","0","0","0","0","0","N"
PTCH-41-108-RU,"799665813246","0","0","0","0","0","0","N"
PTCH-41-120-RU,"799665813253","0","0","0","0","0","0","N"
PTCH-41-RU-CUS,"799665831905","0","0","0","0","0","0","N"
PTCH-27-RU,"","0","","","0","0","0","N"
PTCH-27-84-RU,"797734456998","0","0","0","0","0","0","N"
PTCH-27-96-RU,"797734457001","0","0","0","0","0","0","N"
PTCH-27-108-RU,"797734457018","0","0","0","0","0","0","N"
PTCH-27-120-RU,"797734457025","0","0","0","0","0","0","N"
PTCH-27-RU-CUS,"799665831578","0","0","0","0","0","0","N"
PTCH-194010-RU,"","0","","","0","0","0","N"
PTCH-194010-84-RU,"799665813161","0","0","0","0","0","0","N"
PTCH-194010-96-RU,"799665813178","0","0","0","0","0","0","N"
PTCH-194010-108-RU,"799665813147","0","0","0","0","0","0","N"
PTCH-194010-120-RU,"799665813154","0","0","0","0","0","0","N"
PTCH-194010-RU-CUS,"799665831783","0","0","0","0","0","0","N"
PTCH-87-RU,"","0","","","0","0","0","N"
PTCH-87-84-RU,"799665813406","0","0","0","0","0","0","N"
PTCH-87-96-RU,"799665813413","0","0","0","0","0","0","N"
PTCH-87-108-RU,"799665813383","0","0","0","0","0","0","N"
PTCH-87-120-RU,"799665813390","0","0","0","0","0","0","N"
PTCH-87-RU-CUS,"799665831660","0","0","0","0","0","0","N"
PTCH-112-RU,"","0","","","0","0","0","N"
PTCH-112-84-RU,"797734456875","0","0","0","0","0","0","N"
PTCH-112-96-RU,"797734456882","0","0","0","0","0","0","N"
PTCH-112-108-RU,"797734456899","0","0","0","0","0","0","N"
PTCH-JTSP112-120-RU,"797734456905","0","0","0","0","0","0","N"
PTCH-112-RU-CUS,"799665831547","0","0","0","0","0","0","N"
PTCH-5-RU,"","0","","","0","0","0","N"
PTCH-5-RU-CUS,"799665831752","0","0","0","0","0","0","N"
PTCH-1066-RU,"","0","","","0","0","0","N"
PTCH-1066-84-RU,"797734456912","0","0","0","0","0","0","N"
PTCH-1066-96-RU,"797734456929","0","0","0","0","0","0","N"
PTCH-1066-108-RU,"797734456936","0","0","0","0","0","0","N"
PTCH-1066-120-RU,"797734456943","0","0","0","0","0","0","N"
PTCH-1066-RU-CUS,"799665831608","0","0","0","0","0","0","N"
PTCH-29-RU,"","0","","","0","0","0","N"
PTCH-29-84-RU,"797734456950","0","0","0","0","0","0","N"
PTCH-29-96-RU,"797734456967","0","0","0","0","0","0","N"
PTCH-29-108-RU,"797734456974","0","0","0","0","0","0","N"
PTCH-29-120-RU,"797734456981","0","0","0","0","0","0","N"
PTCH-29-RU-CUS,"799665831936","0","0","0","0","0","0","N"
PTCH-005-RUVAL,"","0","","","0","0","0","N"
PTCH-005-RUVAL-84,"799418021065","0","0","0","0","0","0","N"
PTCH-005-RUVAL-96,"799418021072","0","0","0","0","0","0","N"
PTCH-005-RUVAL-108,"799418021089","0","0","0","0","0","0","N"
PTCH-005-RUVAL-120,"799418021096","0","0","0","0","0","0","N"
PTCH-1066-RUVAL,"","0","","","0","0","0","N"
PTCH-1066-RUVAL-84,"799418021164","0","0","0","0","0","0","N"
PTCH-1066-RUVAL-96,"799418021171","0","0","0","0","0","0","N"
PTCH-1066-RUVAL-108,"799418021188","0","0","0","0","0","0","N"
PTCH-1066-RUVAL-120,"799418021195","0","0","0","0","0","0","N"
PTCH-112-RUVAL,"","0","","","0","0","0","N"
PTCH-112-RUVAL-84,"799418021218","0","0","0","0","0","0","N"
PTCH-112-RUVAL-96,"799418021225","0","0","0","0","0","0","N"
PTCH-112-RUVAL-108,"799418021232","0","0","0","0","0","0","N"
PTCH-112-RUVAL-120,"799418021249","0","0","0","0","0","0","N"
PTCH-5-RUVAL,"","0","","","0","0","0","N"
PTCH-5-RUVAL-84,"799418021119","0","0","0","0","0","0","N"
PTCH-5-RUVAL-96,"799418021126","0","0","0","0","0","0","N"
PTCH-5-RUVAL-108,"799418021133","0","0","0","0","0","0","N"
PTCH-5-RUVAL-120,"799418021140","0","0","0","0","0","0","N"
PDCH-HANB81-SW,"799418011332","131","131","0","0","131","131","N"
PDCH-HANB35,"","246","","","0","0","0","N"
PDCH-HANB35-84,"799665835804","47","0","47","0","47","47","N"
PDCH-HANB35-96,"799665835811","71","0","71","0","71","71","N"
PDCH-HANB35-108,"799665835828","90","0","90","0","90","90","N"
PDCH-HANB35-120,"799665835835","38","0","38","0","38","38","N"
PDCH-HANB35-CUS,"799665835859","0","0","0","0","0","0","N"
PDCH-HANB46,"","0","","","0","0","0","N"
PDCH-HANB46-84,"799665835736","59","0","59","0","59","59","N"
PDCH-HANB46-96,"799665835743","100","0","100","0","100","100","N"
PDCH-HANB46-108,"799665835750","116","0","116","0","116","116","N"
PDCH-HANB46-120,"799665835767","47","0","47","0","47","47","N"
PDCH-HANB46-CUS,"799665835781","0","0","0","0","0","0","N"
PDCH-HANB44,"","265","","","0","0","0","N"
PDCH-HANB44-84,"799665835668","38","0","38","0","38","38","N"
PDCH-HANB44-96,"799665835675","80","0","80","0","80","80","N"
PDCH-HANB44-108,"799665835682","105","0","105","0","105","105","N"
PDCH-HANB44-120,"799665835699","42","0","42","0","42","42","N"
PDCH-HANB44-CUS,"799665835712","0","0","0","0","0","0","N"
PDCH-HANB23,"","250","","","0","0","0","N"
PDCH-HANB23-84,"799665835590","32","0","32","0","32","32","N"
PDCH-HANB23-96,"799665835606","75","0","75","0","75","75","N"
PDCH-HANB23-108,"799665835613","91","0","91","0","91","91","N"
PDCH-HANB23-120,"799665835620","52","0","52","0","52","52","N"
PDCH-HANB23-CUS,"799665835644","0","0","0","0","0","0","N"
PDCH-HANB56,"","-15","","","0","0","0","N"
PDCH-HANB56-84,"799665835453","52","0","52","0","52","52","N"
PDCH-HANB56-96,"799665835460","99","0","99","0","99","99","N"
PDCH-HANB56-108,"799665835477","118","0","118","0","118","118","N"
PDCH-HANB56-120,"799665835484","63","0","63","0","63","63","N"
PDCH-HANB56-CUS,"799665835507","0","0","0","0","0","0","N"
PDCH-HANB52,"","148","","","0","0","0","N"
PDCH-HANB52-84,"799418011158","36","0","36","0","36","36","N"
PDCH-HANB52-96,"799418011165","35","0","35","0","35","35","N"
PDCH-HANB52-108,"799418011172","34","0","34","0","34","34","N"
PDCH-HANB52-120,"799418011189","43","0","43","0","43","43","N"
PDCH-HANB52-CUS,"799418011202","0","0","0","0","0","0","N"
PDCH-HANB85,"","281","","","0","0","0","N"
PDCH-HANB85-84,"799418011509","42","0","42","0","42","42","N"
PDCH-HANB85-96,"799418011516","103","0","103","0","103","103","N"
PDCH-HANB85-108,"799418011523","93","0","93","0","93","93","N"
PDCH-HANB85-120,"799418011530","43","0","43","0","43","43","N"
PDCH-HANB85-CUS,"799418011554","0","0","0","0","0","0","N"
PDCH-HANB83,"","284","","","0","0","0","N"
PDCH-HANB83-84,"799418011363","55","0","55","0","55","55","N"
PDCH-HANB83-96,"799418011370","93","0","93","0","93","93","N"
PDCH-HANB83-108,"799418011387","90","0","90","0","90","90","N"
PDCH-HANB83-120,"799418011394","46","0","46","0","46","46","N"
PDCH-HANB83-CUS,"799418011417","0","0","0","0","0","0","N"
PDCH-HANB08,"","271","","","0","0","0","N"
PDCH-HANB08-84,"799665835873","52","0","52","0","52","52","N"
PDCH-HANB08-96,"799665835880","100","0","100","0","100","100","N"
PDCH-HANB08-108,"799418010960","75","0","75","0","75","75","N"
PDCH-HANB08-120,"799418010977","44","0","44","0","44","44","N"
PDCH-HANB08-CUS,"799418010991","0","0","0","0","0","0","N"
PDCH-HANB57,"","350","","","0","0","0","N"
PDCH-HANB57-84,"799665835521","60","0","60","0","60","60","N"
PDCH-HANB57-96,"799665835538","118","0","118","0","118","118","N"
PDCH-HANB57-108,"799665835545","106","0","106","0","106","106","N"
PDCH-HANB57-120,"799665835552","66","0","66","0","66","66","N"
PDCH-HANB57-CUS,"799665835576","0","0","0","0","0","0","N"
PDCH-HANB80,"","298","","","0","0","0","N"
PDCH-HANB80-84,"799418011226","52","0","52","0","52","52","N"
PDCH-HANB80-96,"799418011233","112","0","112","0","112","112","N"
PDCH-HANB80-108,"799418011240","107","0","107","0","107","107","N"
PDCH-HANB80-120,"799418011257","27","0","27","0","27","27","N"
PDCH-HANB80-CUS,"799418011271","0","0","0","0","0","0","N"
PDCH-HANB60,"","111","","","0","0","0","N"
PDCH-HANB60-84,"799418011011","29","0","29","0","29","29","N"
PDCH-HANB60-96,"799418011028","50","0","50","0","50","50","N"
PDCH-HANB60-108,"799418011035","32","0","32","0","32","32","N"
PDCH-HANB60-120,"799418011042","0","0","0","0","0","0","N"
PDCH-HANB60-CUS,"799418011066","0","0","0","0","0","0","N"
PDCH-HANB10,"","301","","","0","0","0","N"
PDCH-HANB10-84,"799418011080","56","0","56","0","56","56","N"
PDCH-HANB10-96,"799418011097","110","0","110","0","110","110","N"
PDCH-HANB10-108,"799418011103","94","0","94","0","94","94","N"
PDCH-HANB10-120,"799418011110","41","0","41","0","41","41","N"
PDCH-HANB10-CUS,"799418011134","0","0","0","0","0","0","N"
PDCH-HANB81,"","184","","","0","0","0","N"
PDCH-HANB81-84,"799418011295","36","0","36","0","36","36","N"
PDCH-HANB81-96,"799418011301","45","0","45","0","45","45","N"
PDCH-HANB81-108,"799418011318","66","0","66","0","66","66","N"
PDCH-HANB81-120,"799418011325","37","0","37","0","37","37","N"
PDCH-HANB81-CUS,"799418011349","0","0","0","0","0","0","N"
VCCH-VET1208,"","153","","","0","0","0","Y"
VCCH-VET1208-84,"610395227571","0","0","0","0","153","153","N"
VCCH-VET1208-96,"610395227588","52","52","0","0","153","153","N"
VCCH-VET1208-108,"610395227595","101","101","0","0","101","101","N"
VCCH-VET1208-120,"610395227601","0","0","0","0","0","0","N"
