SKU,UPC,Discontinue,Status,Inventory,SKU1,Discontinue1,Status1,SKU2,Discontinue2,Status2,SKU3,Discontinue3,Status3,SKU4,Discontinue4,Status4,SKU5,Discontinue5,Status5
"DS-EMBS20133-SW","799665821050","Continue","Active","85","DS-EMBS20133","Continue","Active","DS-EMBS20133","Continue","Active","","","","","","","","",""
"DS-EMBS20139-SW","799665821531","Continue","Active","128","DS-EMBS20139","Continue","Inactive","","","","","","","","","","","",""
"PTSCH-11087-SW","799665815691","Continue","Inactive","0","PTSCH-11087","Discontinue","Inactive","","","","","","","","","","","",""
"DS-EMBS201313-SW","799665821852","Continue","Active","26","DS-EMBS201313","Continue","Active","DS-EMBS201313","Continue","Active","","","","","","","","",""
"DS-EMBS201310-SW","799665821616","Continue","Active","135","DS-EMBS201310","Continue","Active","DS-EMBS201310","Continue","Active","","","","","","","","",""
"EFSCH-20134G1-SW","799418014722","Continue","Active","183","EFSCH-20134G1","Continue","Active","EFSCH-20134G1","Continue","Active","","","","","","","","",""
"DS-EMBS20137-SW","799665821371","Continue","Active","117","DS-EMBS20137","Continue","Active","DS-EMBS20137","Continue","Active","","","","","","","","",""
"SSTF-6-SW","797734448986","Continue","Active","78","SSTF-6","Continue","Active","SSTF-6","Continue","Active","","","","","","","","",""
"DIS-ID112-SW","797734449068","Continue","Active","5","DIS-ID112","Discontinue","Active","DIS-ID112","Discontinue","Active","","","","","","","","",""
"SS-SCB01-SW","799665811310","Continue","Active","111","SS-SCB01","Continue","Active","SS-SCB01-RU","Continue","Active","SS-SCB01","Continue","Active","SS-SCB01-RU","Continue","Active","","",""
"DIS-ID124-SW","797734449082","Continue","Active","445","DIS-ID124","Discontinue","Active","DIS-ID124","Discontinue","Active","","","","","","","","",""
"CZCH-CTZ5-SW","799418016962","Continue","Inactive","0","","","","","","","","","","","","","","",""
"SSRW-LF952-SW","799665811839","Continue","Active","39","SSRW-LF952","Discontinue","Active","SSRW-LF952","Discontinue","Active","","","","","","","","",""
"SSTF-8-SW","797734449020","Continue","Active","54","SSTF-8","Continue","Active","SSTF-8","Continue","Active","","","","","","","","",""
"SSRW-LF959-SW","799665812072","Continue","Active","43","SSRW-LF959","Discontinue","Active","SSRW-LF959","Discontinue","Active","","","","","","","","",""
"SSTF-2-SW","797734448924","Continue","Active","45","SSTF-2","Continue","Active","SSTF-2","Continue","Active","","","","","","","","",""
"PTSCH-11093-SW","799665815752","Continue","Active","375","PTSCH-11093","Discontinue","Active","PTSCH-11093","Discontinue","Active","","","","","","","","",""
"DS-TF708-SW","799665816827","Continue","Active","11","DS-TF708","Continue","Active","DS-TF708","Continue","Active","","","","","","","","",""
"DS-EMBS201321-SW","799665822491","Continue","Active","83","DS-EMBS201321","Continue","Active","DS-EMBS201321","Continue","Active","","","","","","","","",""
"DS-TFSN25-SW","799665816926","Continue","Active","97","DS-TFSN25","Continue","Active","DS-TFSN25","Continue","Active","","","","","","","","",""
"SSTF-3-SW","799665819446","Continue","Active","14","SSTF-3","Continue","Active","SSTF-3","Continue","Active","","","","","","","","",""
"DS-TLT17-SW","799665816988","Continue","Active","16","DS-TLT17","Continue","Active","DS-TLT17","Continue","Active","","","","","","","","",""
"DS-EFCH10A-SW","799665817008","Continue","Active","9","DS-EFCH10A","Continue","Active","DS-EFCH10A","Continue","Active","","","","","","","","",""
"DS-DXB66-SW","799665816629","Continue","Active","54","DS-DXB66","Continue","Active","DS-DXB66","Continue","Active","","","","","","","","",""
"DS-MSTK4-SW","799665816704","Continue","Active","83","DS-MSTK4","Continue","Active","DS-MSTK4","Continue","Active","","","","","","","","",""
"PTFFLK-C23A-SW","799418012032","Continue","Active","359","PTFFLK-C23A","Continue","Active","PTFFLK-C23A","Continue","Active","","","","","","","","",""
"PTFFLK-C23B-SW","799418012100","Continue","Active","190","PTFFLK-C23B","Continue","Active","PTFFLK-C23B","Continue","Active","","","","","","","","",""
"PTFFLK-C5-SW","799665815455","Continue","Active","148","PTFFLK-C5","Discontinue","Inactive","","","","","","","","","","","",""
"SS-SGD21-SW","799665811235","Continue","Active","25","SS-SGD21","Continue","Active","SS-SGD21-RU","Continue","Active","DS-EMBS20143","Continue","Active","DS-EMBS20146","Continue","Active","SS-SGD21","Continue","Active"
"DS-TF959-SW","799665816902","Continue","Active","33","DS-TF959","Continue","Active","DS-TF959","Continue","Active","","","","","","","","",""
"DS-EMBS20135-SW","799665821210","Continue","Active","27","DS-EMBS20135","Continue","Active","DS-EMBS20135","Continue","Active","","","","","","","","",""
"DS-EMBS20136-SW","799665821296","Continue","Active","38","DS-EMBS20136","Continue","Active","DS-EMBS20136","Continue","Active","","","","","","","","",""
"PTSCH-72012-SW","799665824815","Continue","Active","230","PTSCH-72012","Discontinue","Active","PTSCH-72012","Discontinue","Active","","","","","","","","",""
"DS-EFCH38-SW","799665817046","Continue","Active","34","DS-EFCH38","Continue","Active","DS-EFCH38","Continue","Active","","","","","","","","",""
"DIS-ID1-SW","797734449044","Continue","Active","191","DIS-ID1","Continue","Active","DIS-ID1","Continue","Active","","","","","","","","",""
"PTFFLK-C20A-SW","799418011615","Continue","Inactive","0","PTFFLK-C20A","Discontinue","Inactive","","","","","","","","","","","",""
"PTFFLK-C20B-SW","799418011684","Continue","Inactive","51","PTFFLK-C20B","Discontinue","Inactive","","","","","","","","","","","",""
"JQCH-201302-SW","799665822811","Continue","Active","224","JQCH-201302","Continue","Active","JQCH-201302-FP","Discontinue","Inactive","JQCH-201302","Continue","Active","","","","","",""
"JQCH-20122010-SW","799665815875","Continue","Active","185","JQCH-20122010","Continue","Active","JQCH-20122010-FP","Discontinue","Inactive","","","","","","","","",""
"JQCH-2012204-SW","799665815912","Continue","Inactive","94","JQCH-2012204","Discontinue","Inactive","JQCH-2012204-FP","Discontinue","Inactive","","","","","","","","",""
"JQCH-2012201-SW","799665815899","Continue","Inactive","89","JQCH-2012201","Discontinue","Inactive","JQCH-2012201-FP","Discontinue","Inactive","","","","","","","","",""
"PTSCH-SLK211-SW","799665825034","Continue","Active","121","PTSCH-SLK211","Discontinue","Inactive","","","","","","","","","","","",""
"BOCH-PL1602-SW","799665829278","Discontinue","Inactive","115","BOCH-PL1602","Discontinue","Inactive","","","","","","","","","","","",""
"DIS-ID9-SW","799665811112","Continue","Active","271","DIS-ID9","Continue","Active","DIS-ID9","Continue","Active","","","","","","","","",""
"BOCH-201303-SW","799665831462","Continue","Active","376","BOCH-201303","Continue","Active","BOCH-201303-GR","Continue","Active","","","","","","","","",""
"DS-TFSN33-SW","799665816964","Continue","Active","38","DS-TFSN33","Continue","Active","DS-TFSN33","Continue","Active","","","","","","","","",""
"DS-EMBS201317-SW","799665822170","Continue","Active","270","DS-EMBS201317","Continue","Active","DS-EMBS201317","Continue","Active","","","","","","","","",""
"SS-SMR04-SW","799665811174","Continue","Active","33","SS-SMR04","Continue","Active","BN-SMR04VET1206","Continue","Inactive","SS-SMR04-RU","Continue","Active","SS-SMR04","Continue","Active","SS-SMR04-RU","Continue","Active"
"SS-SMB19-SW","799665811334","Continue","Active","166","SS-SMB19","Continue","Active","BN-SMB19VET1206","Continue","Inactive","SS-SMB19-RU","Continue","Active","SS-SMB19","Continue","Active","SS-SMB19-RU","Continue","Active"
"PTSCH-11100-SW","799665815837","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PTSCH-52012-SW","799665815639","Continue","Active","665","PTSCH-52012","Continue","Active","PTSCH-52012","Continue","Active","","","","","","","","",""
"DS-EMBS201315-SW","799665822019","Continue","Active","62","DS-EMBS201315","Continue","Active","DS-EMBS201315","Continue","Active","","","","","","","","",""
"DIS-ID50-SW","799665810993","Continue","Active","169","DIS-ID50","Continue","Active","DIS-ID50","Continue","Active","","","","","","","","",""
"DIS-ID221-SW","799665810917","Continue","Active","61","DIS-ID221","Discontinue","Active","DIS-ID221","Discontinue","Active","","","","","","","","",""
"DS-EFCH14-SW","799665817022","Continue","Active","18","DS-EFCH14","Continue","Active","DS-EFCH14","Continue","Active","","","","","","","","",""
"SSTF-4-SW","797734448948","Continue","Active","7","SSTF-4","Continue","Active","SSTF-4","Continue","Active","","","","","","","","",""
"DS-ASST100-SW","799665816469","Continue","Active","84","DS-ASST100","Continue","Active","DS-ASST100","Continue","Active","","","","","","","","",""
"DS-EMBS201322-SW","799665822576","Continue","Active","137","DS-EMBS201322","Continue","Active","DS-EMBS201322","Continue","Active","","","","","","","","",""
"PTSCH-11098-SW","799665815813","Continue","Active","10","PTSCH-11098","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-13402-SW","799665833664","Continue","Active","39","PTSCH-13402","Discontinue","Inactive","","","","","","","","","","","",""
"DS-TF944-SW","799665816889","Continue","Active","93","DS-TF944","Continue","Active","DS-TF944","Continue","Active","","","","","","","","",""
"DS-DXB69-SW","799665816643","Continue","Active","8","DS-DXB69","Continue","Active","DS-DXB69","Continue","Active","","","","","","","","",""
"PTFFLK-C30-SW","799418012315","Continue","Active","47","PTFFLK-C30","Discontinue","Inactive","","","","","","","","","","","",""
"PTFFLK-C22B-SW","799418011967","Continue","Active","380","PTFFLK-C22B","Continue","Active","PTFFLK-C22B","Continue","Active","","","","","","","","",""
"PTFFLK-C22A-SW","799418011899","Continue","Inactive","0","PTFFLK-C22A","Discontinue","Inactive","","","","","","","","","","","",""
"DIS-ID7727-SW","799665811051","Continue","Active","233","DIS-ID7727","Continue","Active","DIS-ID7727","Continue","Active","","","","","","","","",""
"SS-SPW28-SW","799665811358","Continue","Active","14","SS-SPW28","Continue","Active","BN-SPW28VET1206","Continue","Inactive","SS-SPW28-RU","Continue","Active","DS-EMBS20147","Continue","Active","SS-SPW28","Continue","Active"
"PTFFLK-C21B-SW","799418011820","Continue","Inactive","0","PTFFLK-C21B","Discontinue","Inactive","","","","","","","","","","","",""
"PTFFLK-C21A-SW","799418011752","Continue","Inactive","0","PTFFLK-C21A","Discontinue","Inactive","","","","","","","","","","","",""
"DS-EMBS201318-SW","799665822255","Continue","Active","90","DS-EMBS201318","Continue","Active","DS-EMBS201318","Continue","Active","","","","","","","","",""
"PTFFLK-C26-SW","799418012247","Continue","Inactive","0","PTFFLK-C26","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-11089-SW","799665815714","Continue","Active","803","PTSCH-11089","Continue","Active","PTSCH-11089","Continue","Active","","","","","","","","",""
"DS-MDSTK5-SW","799665816681","Continue","Active","96","DS-MDSTK5","Continue","Active","DS-MDSTK5","Continue","Active","","","","","","","","",""
"DS-MSTK5-SW","799665816728","Continue","Active","107","DS-MSTK5","Continue","Active","DS-MSTK5","Continue","Active","","","","","","","","",""
"PTSCH-11083-SW","799665815677","Continue","Active","875","PTSCH-11083","Continue","Active","PTSCH-11083","Continue","Active","","","","","","","","",""
"PTFFLK-C2-SW","799665815394","Continue","Inactive","172","PTFFLK-C2","Discontinue","Inactive","","","","","","","","","","","",""
"DIS-ID37-SW","799665810979","Continue","Active","188","DIS-ID37","Continue","Active","DIS-ID37","Continue","Active","","","","","","","","",""
"PTSCH-11095-SW","799665815776","Continue","Active","454","PTSCH-11095","Continue","Active","PTSCH-11095","Continue","Active","","","","","","","","",""
"DS-EMBS201311-SW","799665821692","Continue","Active","45","DS-EMBS201311","Continue","Active","DS-EMBS201311","Continue","Active","","","","","","","","",""
"PTSCH-13401-SW","799665833589","Continue","Inactive","103","PTSCH-13401","Discontinue","Inactive","","","","","","","","","","","",""
"DS-EMBS201323-SW","799665822651","Continue","Inactive","197","","","","","","","","","","","","","","",""
"CZCH-CTZ9-SW","799418017020","Continue","Inactive","0","","","","","","","","","","","","","","",""
"SS-SG05-SW","799665811259","Continue","Active","275","SS-SG05","Continue","Active","SS-SG05-RU","Continue","Active","SS-SG05","Continue","Active","SS-SG05-RU","Continue","Active","","",""
"PTSCH-32012-SW","799665815592","Continue","Inactive","200","PTSCH-32012","Discontinue","Inactive","","","","","","","","","","","",""
"SSRW-LF951-SW","799665811778","Continue","Active","29","SSRW-LF951","Discontinue","Active","SSRW-LF951","Discontinue","Active","","","","","","","","",""
"DS-DXB20-SW","799665816605","Continue","Active","11","DS-DXB20","Continue","Active","DS-DXB20","Continue","Active","","","","","","","","",""
"SSTF-7-SW","797734449006","Continue","Active","79","SSTF-7","Continue","Active","SSTF-7","Continue","Active","","","","","","","","",""
"SS-SSB02-SW","799665811211","Continue","Active","22","SS-SSB02","Continue","Active","SS-SSB02-RU","Continue","Active","DS-EMBS20142","Continue","Active","SS-SSB02","Continue","Active","SS-SSB02-RU","Continue","Active"
"DS-SLK136-SW","799665816766","Continue","Active","45","DS-SLK136","Continue","Active","","","","","","","","","","","",""
"DIS-ID68-SW","799665811037","Continue","Active","5","DIS-ID68","Discontinue","Active","DIS-ID68","Discontinue","Active","","","","","","","","",""
"DIS-ID511-SW","799665811013","Continue","Inactive","0","","","","","","","","","","","","","","",""
"DS-D42012-SW","799665816520","Continue","Active","76","DS-D42012","Continue","Active","DS-D42012","Continue","Active","","","","","","","","",""
"SSRW-LF956-SW","799665812010","Continue","Active","5","SSRW-LF956","Discontinue","Active","SSRW-LF956","Discontinue","Active","","","","","","","","",""
"BOCH-KC34C-SW","799665826239","Discontinue","Inactive","121","BOCH-KC34C","Discontinue","Inactive","","","","","","","","","","","",""
"DIS-ID20-SW","799665810894","Continue","Active","0","DIS-ID20","Discontinue","Active","DIS-ID20","Discontinue","Active","","","","","","","","",""
"SSTF-5-SW","797734448962","Continue","Active","99","SSTF-5","Continue","Active","SSTF-5","Continue","Active","","","","","","","","",""
"DS-EMBS201314-SW","799665821937","Continue","Active","140","DS-EMBS201314","Continue","Active","DS-EMBS201314","Continue","Active","","","","","","","","",""
"SS-STG16-SW","799665811273","Continue","Active","5","SS-STG16","Continue","Active","BN-STG16VET1206","Continue","Inactive","SS-STG16-RU","Continue","Active","SS-STG16","Continue","Active","SS-STG16-RU","Continue","Active"
"PTFFLK-C25-SW","799418012179","Continue","Inactive","25","PTFFLK-C25","Discontinue","Inactive","","","","","","","","","","","",""
"SSRW-LF953-SW","799665811891","Continue","Active","30","SSRW-LF953","Discontinue","Active","SSRW-LF953","Discontinue","Active","","","","","","","","",""
"DS-EMBS201312-SW","799665821777","Continue","Active","123","DS-EMBS201312","Continue","Active","DS-EMBS201312","Continue","Active","","","","","","","","",""
"DS-EMBS201319-SW","799665822330","Continue","Active","32","DS-EMBS201319","Continue","Active","DS-EMBS201319","Continue","Active","","","","","","","","",""
"DS-EMBS20132-SW","799665820978","Continue","Active","26","DS-EMBS201324","Continue","Inactive","DS-EMBS20132","Continue","Active","DS-EMBS20132","Continue","Active","","","","","",""
"DS-TF926-SW","799665816841","Continue","Active","128","DS-TF926","Continue","Active","DS-TF926","Continue","Active","","","","","","","","",""
"CZCH-CTZ6-SW","799418016993","Continue","Inactive","0","","","","","","","","","","","","","","",""
"CZCH-CTZ2-SW","799418016931","Continue","Inactive","0","","","","","","","","","","","","","","",""
"DS-DUPST1-SW","799665816582","Continue","Active","82","DS-DUPST1","Continue","Active","DS-DUPST1","Continue","Active","","","","","","","","",""
"PTSCH-11082-SW","799665815653","Continue","Active","184","PTSCH-11082","Discontinue","Inactive","","","","","","","","","","","",""
"SSTF-1-SW","797734448900","Continue","Active","11","SSTF-1","Continue","Active","SSTF-1","Continue","Active","","","","","","","","",""
"DS-D12012-SW","799665816483","Continue","Active","18","DS-D12012","Continue","Active","DS-D12012","Continue","Active","","","","","","","","",""
"DS-D32012-SW","799665816506","Continue","Active","60","DS-D32012","Continue","Active","DS-D32012","Continue","Active","","","","","","","","",""
"DIS-ID7906-SW","799665811099","Continue","Active","162","DIS-ID7906","Continue","Active","DIS-ID7906","Continue","Active","","","","","","","","",""
"DS-MDSTK2-SW","799665816667","Continue","Active","38","DS-MDSTK2","Continue","Active","DS-MDSTK2","Continue","Active","","","","","","","","",""
"DS-EMBS201324-SW","799665822736","Continue","Inactive","160","","","","","","","","","","","","","","",""
"EFSCH-20136B-SW","799418015422","Continue","Inactive","58","EFSCH-20136B","Discontinue","Inactive","","","","","","","","","","","",""
"EFSCH-20134B-SW","799418015217","Continue","Inactive","87","EFSCH-20134B","Discontinue","Inactive","","","","","","","","","","","",""
"DS-CHX4-SW","799418019185","Continue","Active","38","DS-CHX4","Continue","Active","","","","","","","","","","","",""
"DS-D22012-SW","799665817060","Continue","Active","35","DS-D22012","Continue","Active","DS-D22012","Continue","Active","","","","","","","","",""
"DS-TS002-SW","799418019888","Continue","Active","26","DS-TS002","Continue","Active","DS-TS002","Continue","Active","","","","","","","","",""
"DS-TS001-SW","799418019819","Continue","Active","41","DS-TS001","Continue","Active","DS-TS001","Continue","Active","","","","","","","","",""
"DS-SLK02-SW","799418019536","Continue","Active","20","DS-SLK02","Continue","Active","DS-SLK02","Continue","Active","","","","","","","","",""
"DS-PS002-SW","799418019390","Continue","Active","72","DS-PS002","Continue","Active","DS-PS002","Continue","Active","","","","","","","","",""
"DS-PS003-SW","799418019468","Continue","Active","142","DS-PS003","Continue","Active","DS-PS003","Continue","Active","","","","","","","","",""
"DS-CHX14-SW","799418019116","Continue","Active","37","DS-CHX14","Continue","Active","DS-CHX14","Continue","Active","","","","","","","","",""
"DS-SLK33-SW","799418019048","Continue","Active","46","DS-SLK33","Continue","Active","DS-SLK33","Continue","Active","","","","","","","","",""
"DS-SLK196-SW","799418019741","Continue","Active","84","DS-SLK196","Continue","Active","DS-SLK196","Continue","Active","","","","","","","","",""
"DS-SLK83-SW","799418019604","Continue","Active","6","DS-SLK83","Continue","Active","DS-SLK83","Continue","Active","","","","","","","","",""
"DS-SLK50-SW","799418019673","Continue","Active","30","DS-SLK50","Continue","Active","DS-SLK50","Continue","Active","","","","","","","","",""
"DS-PS001-SW","799418019321","Continue","Active","110","DS-PS001","Continue","Active","DS-PS001","Continue","Active","","","","","","","","",""
"SS-SCY22-SW","799665811136","Continue","Active","51","SS-SCY22","Continue","Active","BN-SCY22VET1206","Continue","Inactive","SS-SCY22-RU","Continue","Active","DS-EMBS20145","Continue","Active","SS-SCY22","Continue","Active"
"SS-SG17-SW","799665811198","Continue","Active","16","SS-SG17","Continue","Active","BN-SG17VET1206","Continue","Inactive","SS-SG17-RU","Continue","Active","DS-EMBS20144","Continue","Active","DS-EMBS20148","Continue","Active"
"JQCH-HANB5C-SW","799418012940","Continue","Inactive","0","JQCH-HANB5C","Discontinue","Inactive","","","","","","","","","","","",""
"JQCH-HANB8-SW","799418013152","Continue","Inactive","0","JQCH-HANB8","Discontinue","Inactive","","","","","","","","","","","",""
"JQCH-HANB11-SW","799418013367","Continue","Inactive","0","JQCH-HANB11","Discontinue","Inactive","","","","","","","","","","","",""
"JQCH-HANB13D-SW","799418013787","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PTSCH-11096-SW","799665815790","Continue","Inactive","99","PTSCH-11096","Discontinue","Inactive","","","","","","","","","","","",""
"EFSCH-AL450C1-SW","799418014654","Continue","Active","5","EFSCH-AL450C1","Continue","Active","EFSCH-AL450C1","Continue","Active","","","","","","","","",""
"EFSCH-20134E2-SW","799418015002","Continue","Active","72","EFSCH-20134E2","Discontinue","Inactive","","","","","","","","","","","",""
"EFSCH-20134A-SW","799418015149","Continue","Inactive","68","EFSCH-20134A","Discontinue","Inactive","","","","","","","","","","","",""
"CELL-CDLSLF-34-SW","799695725311","Continue","Active","46","","","","","","","","","","","","","","",""
"CELL-CDLSLF-114-SW","799695725328","Continue","Active","47","","","","","","","","","","","","","","",""
"CELL-CDLSLF-5-SW","799695725335","Continue","Active","46","","","","","","","","","","","","","","",""
"CELL-CDLSLF-15125-SW","799695725342","Continue","Active","35","","","","","","","","","","","","","","",""
"CELL-CDLSLF-116-SW","799695725359","Continue","Active","45","","","","","","","","","","","","","","",""
"CELL-CDLSLF-111-SW","799695725366","Continue","Active","48","","","","","","","","","","","","","","",""
"CELL-CDLSLF-112-SW","799695725373","Continue","Active","47","","","","","","","","","","","","","","",""
"CELL-CDLSLF-18-SW","799695725380","Continue","Active","47","","","","","","","","","","","","","","",""
"CELL-TDBU-0118-SW","799695725397","Continue","Active","36","","","","","","","","","","","","","","",""
"CELL-TDBU-0104-SW","799695725403","Continue","Active","48","","","","","","","","","","","","","","",""
"CELL-TDBU-0113-SW","799695725410","Continue","Active","38","","","","","","","","","","","","","","",""
"CELL-TDBU-0154-SW","799695725427","Continue","Active","41","","","","","","","","","","","","","","",""
"CELL-TDBU-0132-SW","799695725434","Continue","Active","36","","","","","","","","","","","","","","",""
"CELL-TDBU-0165-SW","799695725441","Continue","Active","39","","","","","","","","","","","","","","",""
"CELL-TDBU-0134-SW","799695725458","Continue","Active","45","","","","","","","","","","","","","","",""
"CELL-TDBU-01125-SW","799695725465","Continue","Active","35","","","","","","","","","","","","","","",""
"CELL-TDBU-01126-SW","799695725472","Continue","Active","44","","","","","","","","","","","","","","",""
"CELL-CDLSD-116-SW","799695725281","Continue","Active","48","","","","","","","","","","","","","","",""
"BOCH-KC27A-SW","799695723966","Continue","Active","468","BOCH-KC27A","Continue","Active","","","","","","","","","","","",""
"BOCH-KC27B-SW","799695724048","Continue","Active","487","BOCH-KC27B","Continue","Active","","","","","","","","","","","",""
"BOCH-KC37-SW","799695724123","Continue","Active","290","BOCH-KC37","Continue","Active","BOCH-KC37-GR","Continue","Active","","","","","","","","",""
"BOCH-KC38-SW","799695724208","Continue","Active","314","BOCH-KC38","Continue","Active","BOCH-KC38-GR","Continue","Active","","","","","","","","",""
"BOCH-KC39-SW","799695724284","Continue","Active","403","BOCH-KC39","Continue","Active","","","","","","","","","","","",""
"BOCH-KC40-SW","799695724369","Continue","Active","236","BOCH-KC40","Continue","Active","BOCH-KC40-GR","Discontinue","Active","","","","","","","","",""
"BOCH-KC41-SW","799695724444","Continue","Active","399","BOCH-KC41","Discontinue","Active","","","","","","","","","","","",""
"BOCH-KC42-SW","799695724529","Discontinue","Active","55","BOCH-KC42","Discontinue","Active","BOCH-KC42-GR","Discontinue","Active","","","","","","","","",""
"BOCH-KC43-SW","799695724604","Continue","Active","515","BOCH-KC43","Continue","Active","BOCH-KC43-GR","Continue","Active","","","","","","","","",""
"BOCH-KC44-SW","799695724680","Discontinue","Active","35","BOCH-KC44","Discontinue","Inactive","","","","","","","","","","","",""
"VPCH-140801-SW","799695726127","Continue","Active","206","VPCH-140801","Continue","Active","VPCH-140801-GRBO","Continue","Active","VPCH-140801","Continue","Active","","","","","",""
"VPCH-140802-SW","799695726196","Continue","Active","305","VPCH-140802","Continue","Active","VPCH-140802-GRBO","Continue","Active","VPCH-140802","Continue","Active","","","","","",""
"VPCH-140803-SW","799695726264","Continue","Active","237","VPCH-140803","Continue","Active","VPCH-140803-GRBO","Continue","Active","VPCH-140803","Continue","Active","","","","","",""
"VPCH-140804-SW","799695726332","Continue","Active","91","VPCH-140804","Continue","Active","VPCH-140804-GRBO","Continue","Active","VPCH-140804","Continue","Active","","","","","",""
"PRTW-D23B-SW","799695730247","Continue","Active","501","PRTW-D23B","Continue","Active","PRTW-D23B","Continue","Active","","","","","","","","",""
"SHCH-ORE28822-SW","799695726561","Continue","Active","184","SHCH-ORE28822","Continue","Active","SHCH-ORE28822","Continue","Active","","","","","","","","",""
"SHCH-ORE28823-SW","799695726639","Continue","Active","136","SHCH-ORE28823","Continue","Inactive","","","","","","","","","","","",""
"CID-CD001-SW","799695730681","Continue","Inactive","131","CID-CD001","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-SLWE5294-SW","799695726707","Continue","Active","210","SHCH-SLWE5294","Continue","Active","","","","","","","","","","","",""
"CID-CD003-SW","799695730759","Continue","Inactive","64","CID-CD003","Discontinue","Inactive","","","","","","","","","","","",""
"CID-CD028-SW","799695730827","Continue","Inactive","98","CID-CD028","Discontinue","Inactive","","","","","","","","","","","",""
"CID-CD057-SW","799695730896","Continue","Inactive","76","CID-CD057","Discontinue","Inactive","","","","","","","","","","","",""
"CID-CD106-SW","799695730964","Continue","Inactive","5","CID-CD106","Discontinue","Inactive","","","","","","","","","","","",""
"CID-CD144-SW","799695731039","Continue","Inactive","71","CID-CD144","Discontinue","Inactive","","","","","","","","","","","",""
"FLCH-YL7971-SW","799695725779","Continue","Active","148","FLCH-YL7971-GR","Continue","Active","","","","","","","","","","","",""
"FLCH-YL7972-SW","799695725847","Continue","Active","129","FLCH-YL7972-GR","Continue","Active","","","","","","","","","","","",""
"FLCH-YL7978-SW","799695725915","Continue","Active","143","FLCH-YL7978-GR","Continue","Active","","","","","","","","","","","",""
"FLCH-YL79720-SW","799695725984","Continue","Active","165","FLCH-YL79720-GR","Continue","Active","","","","","","","","","","","",""
"FLCH-YL79721-SW","799695726059","Continue","Active","208","FLCH-YL79721-GR","Continue","Active","","","","","","","","","","","",""
"SHCH-SLWE5296-SW","799695726776","Continue","Active","209","SHCH-SLWE5296","Continue","Active","","","","","","","","","","","",""
"SHCH-SLWE5299-SW","799695730315","Continue","Active","212","SHCH-SLWE5299","Continue","Active","","","","","","","","","","","",""
"FHLCH-VET13191-SW","799695726844","Continue","Active","252","FHLCH-VET13191","Continue","Active","FHLCH-VET13191-GR","Continue","Active","","","","","","","","",""
"FHLCH-VET13192-SW","799695726912","Continue","Active","186","FHLCH-VET13192","Continue","Active","FHLCH-VET13192-GR","Continue","Active","","","","","","","","",""
"FHLCH-VET13193-SW","799695726981","Continue","Active","13","FHLCH-VET13193","Continue","Active","FHLCH-VET13193-GR","Continue","Active","","","","","","","","",""
"FHLCH-VET13194-SW","799695727056","Continue","Active","9","FHLCH-VET13194","Continue","Active","FHLCH-VET13194-GR","Continue","Active","","","","","","","","",""
"FHLCH-VET13195-SW","799695727124","Continue","Active","48","FHLCH-VET13195","Continue","Active","FHLCH-VET13195-GR","Continue","Active","","","","","","","","",""
"BOCH-KC45-SW","799695727391","Discontinue","Active","289","BOCH-KC45","Discontinue","Active","BOCH-KC45-GR","Discontinue","Active","","","","","","","","",""
"BOCH-KC46-SW","799695727469","Discontinue","Active","162","BOCH-KC46","Discontinue","Active","BOCH-KC46-GR","Discontinue","Active","","","","","","","","",""
"BOCH-KC27C-SW","799695727629","Continue","Active","389","BOCH-KC27C","Continue","Active","","","","","","","","","","","",""
"PTFFLK-C31-SW","799695727698","Continue","Inactive","152","PTFFLK-C31","Discontinue","Inactive","","","","","","","","","","","",""
"PTFFLK-C32-SW","799695727766","Continue","Active","227","PTFFLK-C32","Continue","Active","","","","","","","","","","","",""
"PTFFLK-C33A-SW","799695727834","Continue","Active","85","PTFFLK-C33A","Discontinue","Active","","","","","","","","","","","",""
"PTFFLK-C33B-SW","799695727902","Continue","Active","90","PTFFLK-C33B","Discontinue","Active","","","","","","","","","","","",""
"PTFFLK-C34-SW","799695727971","Continue","Active","119","PTFFLK-C34","Continue","Active","","","","","","","","","","","",""
"SHCH-HC66046-SW","799695728039","Continue","Active","146","SHCH-HC66046","Continue","Active","","","","","","","","","","","",""
"SHCH-HC66047-SW","799695728091","Continue","Active","144","SHCH-HC66047","Continue","Active","","","","","","","","","","","",""
"SHCH-HC66083-SW","799695728152","Continue","Active","133","SHCH-HC66083","Continue","Active","","","","","","","","","","","",""
"SHCH-HC66085-SW","799695728213","Continue","Active","241","SHCH-HC66085","Continue","Active","","","","","","","","","","","",""
"SHCH-HC66086-SW","799695728275","Continue","Active","147","SHCH-HC66086","Continue","Active","","","","","","","","","","","",""
"SHCH-HC66088-SW","799695728336","Continue","Active","128","SHCH-HC66088","Continue","Active","","","","","","","","","","","",""
"EFSCH-14081A-SW","799695728404","Continue","Active","72","EFSCH-14081A","Continue","Active","","","","","","","","","","","",""
"EFSCH-14081B-SW","799695728473","Continue","Active","144","EFSCH-14081B","Continue","Active","","","","","","","","","","","",""
